Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status
T27927,8/11/2022,C1235,Coffee Machine,-2,994.13,Cash,Failed
T27928,6/2/2021,C2846,Smartphone,-9,62.87,Cash,Pending
T27930,4/28/2023,C2717,Tablet,6,197.73,Cash,Completed
T27931,1/4/2022,C1139,Smartphone,7,62.87,Credit Card,Failed
T27932,7/24/2022,C3420,Headphones,348,572.62,Credit Card,Failed
T27933,11/24/2022,C3110,Tablet,-10,930.94,PayPal,Completed
T27934,12/23/2020,C3570,Smartphone,233,-282.52,Credit Card,Failed
T27935,7/24/2022,C3510,Headphones,2,964.16,PayPal,Completed
T27936,7/24/2022,C4013,Headphones,7,-536.72,PayPal,Completed
T27937,7/24/2022,C706,Laptop,9,55.875,Cash,Completed
T27938,7/24/2022,C4615,Headphones,8,-141.89,PayPal,Pending
T27939,7/24/2022,C2259,Coffee Machine,-3,795.3,Cash,Failed
T27940,7/24/2022,C1379,Laptop,572,-645.68,Credit Card,Completed
T27941,6/4/2022,C1485,Smartphone,4,942.93,PayPal,Failed
T27942,10/31/2021,C4345,Headphones,345,-190.74,PayPal,Failed
T27943,7/24/2022,C1730,Laptop,895,-658.92,PayPal,Completed
T27944,7/24/2022,C2188,Laptop,585,397.7,Credit Card,Completed
T27945,9/10/2021,C3816,Laptop,615,55.875,Credit Card,Completed
T27946,7/24/2022,C265,Headphones,6,-52.565,PayPal,Pending
T27947,7/24/2022,C3619,Smartphone,2,62.87,PayPal,Completed
T27948,7/24/2022,Unknown,Laptop,320,541.33,Credit Card,Completed
T27949,9/2/2022,C3381,Headphones,538,-52.565,PayPal,Pending
T27950,7/24/2022,C2999,Laptop,856,965.69,Credit Card,Pending
T27951,11/14/2021,C3026,Smartphone,10,245.35,PayPal,Pending
T27952,7/24/2022,Unknown,Tablet,-5,757.67,PayPal,Completed
T27953,9/26/2024,C2909,Smartphone,9,-602.53,Credit Card,Pending
T27954,8/3/2024,C2905,Coffee Machine,612,359.75,Credit Card,Completed
T27955,7/24/2022,C4203,Laptop,9,55.875,PayPal,Failed
T27956,10/11/2024,C4522,Smartphone,-5,-158.79,Credit Card,Pending
T27957,7/24/2022,C4530,Headphones,442,-634.48,PayPal,Pending
T27958,5/1/2020,C133,Laptop,544,55.875,Credit Card,Completed
T27959,7/24/2022,C4894,Headphones,8,923.95,PayPal,Completed
T27960,7/24/2022,C2539,Laptop,-8,69.84,PayPal,Completed
T27961,7/24/2022,C1540,Coffee Machine,5,-53.65,Credit Card,Completed
T27962,7/24/2022,C4788,Headphones,8,716.26,Cash,Completed
T27963,12/30/2024,C3853,Tablet,6,-404.73,PayPal,Completed
T27964,7/24/2022,Unknown,Tablet,-4,59.27,PayPal,Pending
T27965,4/9/2020,C1901,Laptop,-3,-884.58,Credit Card,Pending
T27966,7/24/2022,C599,Smartphone,190,-156.57,Credit Card,Pending
T27967,5/20/2022,C1632,Coffee Machine,1,-869.29,Credit Card,Completed
T27969,5/24/2022,C2907,Smartphone,5,-161.12,Credit Card,Completed
T27970,8/9/2020,C4847,Coffee Machine,-10,-53.65,Cash,Completed
T27971,5/20/2021,C4790,Tablet,-2,-58.515,PayPal,Completed
T27972,7/24/2022,C4433,Smartphone,-9,952.89,PayPal,Completed
T27973,7/24/2022,C1367,Tablet,7,-58.515,PayPal,Completed
T27974,4/25/2022,C4648,Smartphone,-10,411.91,Credit Card,Completed
T27975,12/3/2024,C2281,Smartphone,-6,62.87,Credit Card,Completed
T58302,7/24/2022,C1863,Coffee Machine,10,641.45,PayPal,Completed
T27977,7/24/2022,C2139,Coffee Machine,363,-53.65,PayPal,Completed
T27979,5/21/2021,C4758,Smartphone,10,560.3,Credit Card,Completed
T27980,7/24/2022,C2883,Headphones,8,-506.31,PayPal,Failed
T27981,6/25/2022,C1483,Laptop,10,599.4,Credit Card,Completed
T27982,7/24/2022,C3942,Tablet,4,699.99,PayPal,Completed
T27983,7/24/2022,C4300,Tablet,364,-685.95,PayPal,Completed
T27984,7/24/2022,C806,Coffee Machine,10,574.4,Credit Card,Failed
T27985,7/24/2022,C3610,Headphones,6,-52.565,PayPal,Completed
T27986,7/24/2022,C2513,Coffee Machine,-3,521.17,Cash,Completed
T27987,7/24/2022,C155,Smartphone,3,62.87,PayPal,Failed
T27988,7/24/2022,C4903,Laptop,5,253.29,Credit Card,Pending
T27989,7/24/2022,C2873,Headphones,10,632.8,Credit Card,Completed
T27990,7/24/2022,C249,Coffee Machine,10,-725.19,Credit Card,Completed
T27991,10/27/2021,C2757,Coffee Machine,344,925.85,PayPal,Completed
T27992,7/24/2022,C867,Coffee Machine,741,732.52,PayPal,Completed
T27993,5/3/2021,C2029,Laptop,840,-695.8,Credit Card,Completed
T27994,7/24/2022,C2495,Laptop,10,428.98,PayPal,Completed
T27995,7/24/2022,C569,Headphones,-6,-717.89,Credit Card,Completed
T27996,7/24/2022,C2683,Smartphone,923,475.82,Cash,Failed
T27997,7/24/2022,C3368,Laptop,1,945.76,PayPal,Completed
T27998,7/24/2022,C1982,Laptop,2,459.14,Cash,Failed
T27999,7/24/2022,C3468,Laptop,7,55.875,PayPal,Completed
T28000,7/24/2022,C3581,Laptop,-3,714.69,PayPal,Failed
T28001,7/24/2022,C3047,Smartphone,-8,795.29,PayPal,Completed
T28002,7/24/2022,C3484,Laptop,142,506.81,Credit Card,Completed
T28003,7/24/2022,C3844,Smartphone,-6,716.1,Cash,Pending
T28004,7/24/2022,C4309,Laptop,-4,-504.15,Credit Card,Pending
T28005,7/24/2022,C3018,Smartphone,6,-836.99,Credit Card,Failed
T28006,7/24/2022,C1729,Headphones,-3,-52.565,Credit Card,Failed
T28007,7/24/2022,C747,Laptop,6,-869.69,Credit Card,Completed
T28008,10/8/2023,C834,Headphones,930,303.25,Credit Card,Completed
T28009,7/24/2022,C4798,Headphones,1,-132.54,Credit Card,Completed
T28010,7/24/2022,C3002,Smartphone,-4,93.54,Credit Card,Completed
T28011,7/24/2022,C4474,Laptop,6,827.55,PayPal,Completed
T28012,7/24/2022,C1023,Tablet,4,-182.77,PayPal,Completed
T28013,7/24/2022,C3010,Tablet,798,-58.515,Cash,Completed
T28014,7/24/2022,C4734,Laptop,6,278.75,Credit Card,Pending
T28015,7/24/2022,C4308,Tablet,-9,-58.515,Credit Card,Completed
T28016,7/24/2022,C4565,Coffee Machine,6,296.7,Credit Card,Completed
T28017,7/24/2022,C774,Headphones,2,-751.81,Cash,Completed
T28018,7/24/2022,C1761,Smartphone,-5,560.26,PayPal,Completed
T28019,7/24/2022,C442,Coffee Machine,1,-829.5,Cash,Pending
T28020,7/24/2022,Unknown,Headphones,4,240.14,Credit Card,Failed
T28021,7/24/2022,C3182,Smartphone,701,-211.1,Credit Card,Completed
T28022,7/24/2022,C2958,Laptop,-7,191.22,Cash,Completed
T28023,7/24/2022,C1540,Coffee Machine,-9,965.2,PayPal,Completed
T28024,7/24/2022,C507,Tablet,627,474.18,Credit Card,Pending
T28025,7/24/2022,C1988,Tablet,-4,-532.67,Credit Card,Completed
T28026,7/24/2022,Unknown,Headphones,327,53.43,PayPal,Completed
T28027,5/25/2022,C189,Tablet,524,701.72,PayPal,Completed
T28028,7/24/2022,C815,Smartphone,-8,-684.76,Credit Card,Completed
T28029,7/24/2022,C3811,Smartphone,290,-776.19,Cash,Completed
T28030,7/2/2024,C4841,Headphones,971,-52.565,Credit Card,Failed
T28031,12/21/2021,C4993,Headphones,975,111.13,Credit Card,Pending
T28032,7/24/2022,C1478,Laptop,5,-679.62,Cash,Completed
T28033,7/24/2022,C2270,Smartphone,-3,982.82,PayPal,Completed
T28034,3/19/2023,C2971,Coffee Machine,430,-919.97,PayPal,Completed
T28035,7/24/2022,C3444,Coffee Machine,131,-53.65,Credit Card,Completed
T28036,7/24/2022,C2827,Coffee Machine,463,832.03,Credit Card,Completed
T28037,11/25/2021,C3067,Headphones,-10,-52.565,PayPal,Completed
T28038,7/24/2022,C228,Smartphone,130,62.87,PayPal,Completed
T28039,7/24/2022,C891,Coffee Machine,924,-53.65,PayPal,Completed
T28040,7/24/2022,C2172,Headphones,198,-52.565,PayPal,Completed
T28041,7/24/2022,C386,Smartphone,-3,62.87,Credit Card,Completed
T28042,8/16/2024,C2627,Laptop,6,227.31,PayPal,Completed
T28043,8/3/2020,C4298,Tablet,263,-58.515,Credit Card,Completed
T28044,6/13/2023,C3854,Headphones,4,617.91,Credit Card,Completed
T28045,7/24/2022,C1878,Laptop,-10,507.71,Credit Card,Completed
T28046,9/18/2021,C845,Smartphone,10,62.87,Cash,Pending
T28047,7/26/2024,C2904,Tablet,-7,-58.515,Credit Card,Completed
T28048,7/24/2022,C3492,Laptop,-7,55.875,Credit Card,Completed
T28049,6/6/2024,C940,Coffee Machine,3,-872.96,Cash,Completed
T28050,7/24/2022,C2949,Smartphone,5,62.87,Credit Card,Pending
T28052,7/24/2022,C4569,Coffee Machine,4,-335.87,Credit Card,Completed
T28054,7/24/2022,C262,Laptop,-2,-831.64,PayPal,Completed
T28055,7/24/2022,C4115,Smartphone,5,-81.69,PayPal,Completed
T28056,7/28/2024,C3031,Smartphone,5,457.28,PayPal,Completed
T28057,5/30/2023,C3853,Laptop,3,55.875,PayPal,Pending
T28058,7/24/2022,C4594,Smartphone,9,244.09,Credit Card,Completed
T28059,7/24/2022,C3519,Laptop,7,83.22,PayPal,Pending
T28060,7/24/2022,C975,Headphones,-4,-101.62,Credit Card,Pending
T28061,7/24/2022,Unknown,Laptop,6,134.14,PayPal,Completed
T28062,2/24/2024,Unknown,Smartphone,-6,345.13,PayPal,Completed
T28063,7/24/2022,C4958,Laptop,2,55.875,Credit Card,Completed
T28064,12/13/2020,C2665,Headphones,-3,-52.565,Credit Card,Completed
T28065,7/24/2022,C344,Headphones,4,-919.79,Credit Card,Failed
T28066,7/24/2022,C1995,Laptop,521,-600.39,PayPal,Completed
T28067,7/24/2022,C1824,Laptop,544,543.24,Credit Card,Failed
T28068,7/24/2022,C3114,Laptop,-4,55.875,Credit Card,Pending
T28069,7/24/2022,C1071,Coffee Machine,733,-566.16,Credit Card,Completed
T28070,7/24/2022,C3927,Laptop,-6,55.875,Credit Card,Completed
T28071,11/18/2022,C1806,Tablet,439,-58.515,Cash,Completed
T28072,3/12/2023,C4614,Coffee Machine,-2,-315.24,Cash,Completed
T28073,7/24/2022,C1926,Tablet,10,-132.35,Credit Card,Completed
T28074,10/6/2023,C2774,Smartphone,-8,62.87,PayPal,Completed
T28075,7/24/2022,C1592,Coffee Machine,535,-53.65,Credit Card,Pending
T28076,7/24/2022,C3008,Headphones,441,-52.565,Credit Card,Completed
T28077,7/24/2022,C2468,Headphones,10,-626.53,Cash,Completed
T28078,7/24/2022,C3788,Smartphone,1,62.87,PayPal,Pending
T28079,2/3/2023,C3602,Tablet,4,-834.64,Credit Card,Completed
T28080,7/24/2022,C4072,Smartphone,10,62.87,Credit Card,Completed
T28081,7/24/2022,C137,Tablet,6,-401,PayPal,Completed
T28082,11/19/2024,C2912,Tablet,-5,-847.18,PayPal,Completed
T28083,7/24/2022,C3272,Laptop,-9,55.875,Credit Card,Pending
T28084,3/27/2023,C1822,Headphones,-7,-560.67,PayPal,Completed
T28085,7/24/2022,C3615,Coffee Machine,-6,-346.62,Credit Card,Completed
T28086,7/24/2022,C4892,Coffee Machine,4,-53.65,Credit Card,Completed
T28087,7/24/2022,C3237,Smartphone,4,62.87,Credit Card,Completed
T28088,7/24/2022,C3972,Headphones,2,-52.565,PayPal,Completed
T28089,7/24/2022,Unknown,Laptop,265,-227.66,PayPal,Completed
T28090,7/24/2022,C4459,Tablet,511,-596.35,PayPal,Completed
T28091,7/24/2022,C1343,Smartphone,-4,-561.71,PayPal,Completed
T28092,7/24/2022,C2110,Coffee Machine,340,536.71,Credit Card,Completed
T28093,8/9/2023,C2921,Smartphone,6,-564.01,PayPal,Completed
T28094,7/24/2022,C2423,Smartphone,10,62.87,Cash,Completed
T28095,7/24/2022,C2760,Headphones,902,-174.58,Cash,Pending
T28096,7/24/2022,C1276,Coffee Machine,141,300.33,Credit Card,Pending
T28098,7/24/2022,C1390,Coffee Machine,-1,-804.3,PayPal,Completed
T28099,7/24/2022,C1531,Coffee Machine,10,-412.66,Credit Card,Pending
T28100,7/24/2022,C3680,Smartphone,-8,650.51,Cash,Pending
T28102,10/25/2021,C2509,Coffee Machine,5,178.33,PayPal,Completed
T28103,1/27/2021,C1382,Laptop,357,-860.74,Credit Card,Completed
T28104,7/30/2024,C3860,Headphones,796,-594.3,PayPal,Failed
T28105,7/24/2022,C4139,Headphones,3,-255.19,Credit Card,Completed
T28106,7/24/2022,C2490,Tablet,831,-58.515,PayPal,Completed
T28107,7/24/2022,C1414,Tablet,10,369.41,Credit Card,Completed
T28109,7/24/2022,C4692,Smartphone,6,-64.76,Credit Card,Completed
T28110,6/8/2022,C2325,Laptop,9,-489.74,PayPal,Pending
T28111,8/17/2024,C3860,Coffee Machine,-4,-611.59,PayPal,Completed
T28112,7/24/2022,C3001,Laptop,886,55.875,Credit Card,Failed
T28113,2/13/2024,C3575,Coffee Machine,575,-53.65,PayPal,Pending
T28114,1/15/2020,C4209,Smartphone,484,153.69,Credit Card,Failed
T28115,3/5/2020,C1682,Laptop,862,55.875,PayPal,Completed
T28116,7/24/2022,Unknown,Smartphone,-7,-130.15,PayPal,Completed
T28117,7/24/2022,C3435,Coffee Machine,5,-802.55,Credit Card,Completed
T28118,7/1/2021,C334,Coffee Machine,1,-53.65,Credit Card,Completed
T28119,5/10/2021,C4267,Headphones,353,-52.565,Credit Card,Completed
T28120,8/29/2020,C4221,Coffee Machine,1,160.92,PayPal,Completed
T28121,7/24/2022,C258,Headphones,510,-52.565,Credit Card,Completed
T28122,7/24/2022,C1712,Coffee Machine,274,-53.65,Credit Card,Completed
T28123,7/24/2022,C2119,Tablet,6,-58.515,Credit Card,Completed
T28124,7/24/2022,C2872,Coffee Machine,308,134.45,PayPal,Completed
T28125,6/3/2020,C204,Tablet,10,824.94,Cash,Completed
T28127,7/24/2022,C2609,Coffee Machine,947,-739.85,PayPal,Completed
T28128,7/24/2022,C1554,Tablet,-5,-58.515,Cash,Pending
T28129,7/24/2022,C4992,Headphones,1000,782.06,Credit Card,Pending
T28130,12/8/2021,C3169,Headphones,350,242,Cash,Pending
T28131,10/30/2024,C3821,Tablet,10,-58.515,PayPal,Pending
T28132,7/24/2022,C3053,Tablet,-7,-58.515,Cash,Pending
T28133,2/15/2021,C4823,Laptop,142,-190.13,PayPal,Completed
T28134,7/24/2022,C514,Coffee Machine,2,811.47,PayPal,Failed
T28136,7/24/2022,C447,Coffee Machine,1,-96.53,Cash,Completed
T28137,7/24/2022,C1759,Coffee Machine,-6,-53.65,PayPal,Completed
T28138,7/19/2022,C399,Tablet,-8,-58.515,PayPal,Completed
T28139,7/24/2022,C2976,Headphones,7,-52.565,PayPal,Completed
T28140,9/6/2022,C4320,Coffee Machine,5,-53.65,PayPal,Completed
T28141,7/12/2023,C3958,Tablet,-9,90.91,Credit Card,Completed
T28142,7/24/2022,C527,Laptop,-2,915.07,Credit Card,Completed
T28143,7/24/2022,Unknown,Coffee Machine,456,-53.65,Credit Card,Completed
T28144,2/27/2023,C1472,Coffee Machine,6,742.89,Credit Card,Pending
T28145,7/24/2022,C2624,Headphones,9,792.72,PayPal,Completed
T28146,8/29/2020,C1148,Laptop,-10,469.23,PayPal,Failed
T28148,7/24/2022,C2751,Smartphone,1,62.87,Cash,Pending
T28149,3/5/2022,C3962,Headphones,1,-52.565,Cash,Completed
T28150,7/24/2022,C4864,Headphones,5,702.39,Credit Card,Completed
T28151,7/24/2022,C3127,Tablet,-10,-885.68,Cash,Completed
T28152,7/24/2022,C750,Coffee Machine,3,278.39,PayPal,Completed
T28153,11/3/2024,C758,Laptop,10,621,Credit Card,Pending
T28154,7/21/2021,C3729,Tablet,-3,-861.51,PayPal,Failed
T28155,7/16/2024,C316,Headphones,-7,-52.565,PayPal,Failed
T28156,6/13/2023,Unknown,Headphones,6,-579.57,PayPal,Completed
T28157,7/24/2022,C2100,Headphones,-5,918.55,Credit Card,Pending
T28158,7/24/2022,C4020,Coffee Machine,877,348.73,Cash,Completed
T28159,7/24/2022,C1362,Laptop,-10,55.875,PayPal,Completed
T28160,7/24/2022,C2298,Tablet,-7,-872.56,Credit Card,Failed
T28161,7/24/2022,C2598,Coffee Machine,8,-65.64,PayPal,Completed
T28162,3/18/2022,C4552,Headphones,6,-52.565,PayPal,Pending
T28163,7/24/2022,C4225,Smartphone,-1,470.78,Credit Card,Failed
T28164,7/24/2022,C2891,Headphones,-6,-52.565,Credit Card,Pending
T28165,8/12/2023,C2970,Coffee Machine,643,996.98,PayPal,Completed
T28166,7/24/2022,C3532,Headphones,-10,-175.53,Cash,Completed
T28167,7/24/2022,C1334,Smartphone,541,62.87,Credit Card,Failed
T28169,7/24/2022,C3633,Tablet,-8,-634.56,Credit Card,Pending
T28171,7/24/2022,C2974,Tablet,8,-424.01,Credit Card,Completed
T28172,7/24/2022,C390,Coffee Machine,143,896.25,Cash,Completed
T28174,7/24/2022,C3186,Laptop,6,-824.64,PayPal,Failed
T28175,10/18/2021,C885,Headphones,5,-52.565,PayPal,Completed
T28176,12/1/2022,C4635,Tablet,5,823.46,Credit Card,Completed
T28177,7/24/2022,C2109,Tablet,-5,-447.55,Cash,Completed
T28178,7/24/2022,C1811,Headphones,4,-52.565,PayPal,Completed
T28179,7/24/2022,C2824,Tablet,916,-58.515,PayPal,Completed
T28180,7/24/2022,C1510,Headphones,172,-953.16,PayPal,Completed
T28181,7/24/2022,C1688,Smartphone,421,62.87,PayPal,Completed
T28182,7/24/2022,C3120,Headphones,6,-52.565,Cash,Completed
T28184,7/24/2022,C4418,Headphones,659,146.76,Cash,Completed
T78890,10/21/2021,C1412,Smartphone,6,716.43,PayPal,Pending
T28186,3/5/2021,C3362,Laptop,252,841.38,Cash,Completed
T28187,7/24/2022,C2461,Smartphone,1,-192.85,PayPal,Completed
T28188,7/24/2022,C3828,Tablet,192,753.44,PayPal,Failed
T28189,7/24/2022,C2710,Coffee Machine,-9,-260.04,Credit Card,Completed
T28190,6/14/2024,C4317,Laptop,-6,-65.22,PayPal,Completed
T28191,7/24/2022,C3300,Smartphone,8,-223.2,PayPal,Pending
T28192,8/8/2020,C4738,Tablet,709,-58.515,Cash,Completed
T28193,7/24/2022,C4174,Coffee Machine,8,-53.65,Cash,Completed
T28194,7/24/2022,C972,Laptop,251,55.875,Credit Card,Completed
T28195,7/24/2022,C679,Smartphone,905,-852.46,PayPal,Completed
T28196,9/9/2023,C2997,Tablet,1,-58.515,Credit Card,Completed
T28197,3/31/2020,C3716,Coffee Machine,6,-286.65,Cash,Completed
T28198,5/12/2023,C3115,Headphones,3,478.72,Credit Card,Completed
T28199,7/24/2022,C1628,Tablet,297,-58.515,Cash,Completed
T28200,1/4/2023,C197,Laptop,747,-636,PayPal,Completed
T28201,7/24/2022,C4560,Coffee Machine,780,362.13,Credit Card,Pending
T28202,7/16/2022,Unknown,Tablet,955,-972.28,Credit Card,Completed
T28203,6/3/2022,C628,Laptop,-4,55.875,Cash,Failed
T28204,7/24/2022,C2532,Tablet,1,513.91,Cash,Failed
T28206,7/24/2022,C1625,Coffee Machine,7,-113.93,PayPal,Completed
T28207,7/24/2022,C3616,Laptop,344,55.875,Credit Card,Completed
T28208,12/16/2023,C2511,Headphones,304,-52.565,Credit Card,Completed
T28209,7/24/2022,C3696,Coffee Machine,5,588.86,PayPal,Failed
T28210,7/24/2022,Unknown,Tablet,-7,-58.515,PayPal,Completed
T28211,11/14/2022,C4729,Coffee Machine,4,-918.44,Cash,Failed
T28212,7/24/2022,C2131,Coffee Machine,2,-53.65,Credit Card,Pending
T28213,7/24/2022,C257,Smartphone,9,-565.89,PayPal,Completed
T28214,1/5/2025,C4792,Coffee Machine,681,-251.82,PayPal,Pending
T28215,7/24/2022,C565,Smartphone,-7,-754.4,PayPal,Completed
T28216,5/5/2022,C2917,Coffee Machine,-4,370.21,Cash,Pending
T28218,7/24/2022,C2327,Tablet,-9,551.27,PayPal,Completed
T28219,7/24/2022,C4952,Coffee Machine,4,-53.65,Cash,Failed
T28220,7/24/2022,C990,Smartphone,719,-311.74,Cash,Failed
T28221,7/24/2022,C3018,Laptop,-10,55.875,PayPal,Completed
T28222,7/24/2022,C788,Smartphone,6,-133.57,Credit Card,Completed
T28223,10/21/2021,C4139,Tablet,-5,720.53,Credit Card,Completed
T28224,7/24/2022,C642,Coffee Machine,-5,-53.65,Cash,Completed
T28225,7/24/2022,C262,Laptop,9,55.875,PayPal,Completed
T28226,7/24/2022,C4103,Smartphone,2,-451.56,Credit Card,Failed
T28227,2/11/2022,C2796,Coffee Machine,6,-853.77,PayPal,Completed
T28228,7/25/2023,C150,Laptop,-8,55.875,PayPal,Completed
T28229,7/24/2022,C812,Laptop,-10,-831.86,Credit Card,Pending
T28230,7/24/2022,C119,Smartphone,518,515.36,Cash,Completed
T28231,7/24/2022,Unknown,Laptop,-9,-754.27,PayPal,Failed
T28232,7/24/2022,C1403,Headphones,-3,761.95,Credit Card,Completed
T28233,7/24/2022,C3204,Smartphone,-5,980.3,PayPal,Completed
T28234,10/23/2023,C1580,Tablet,6,-561.26,Credit Card,Completed
T28236,7/7/2024,C333,Tablet,2,-58.515,Credit Card,Pending
T28237,7/24/2022,C3344,Laptop,5,714.57,Credit Card,Pending
T28238,7/24/2022,C876,Tablet,-1,-298.95,PayPal,Completed
T28239,5/10/2023,C1122,Laptop,466,55.875,PayPal,Pending
T28240,7/24/2022,C1224,Headphones,-10,-260.2,Credit Card,Completed
T28241,7/24/2022,C141,Smartphone,858,62.87,Credit Card,Completed
T28242,9/21/2023,C1535,Tablet,7,156.03,PayPal,Pending
T28243,7/24/2022,C878,Headphones,2,-574.14,Cash,Completed
T28244,7/24/2022,C4328,Tablet,248,-257.92,Credit Card,Completed
T28245,5/31/2020,C588,Headphones,-10,-336.07,Credit Card,Completed
T28246,7/24/2022,C1377,Laptop,10,285.05,Cash,Completed
T28247,7/24/2022,C3296,Smartphone,118,675.27,PayPal,Completed
T28248,10/9/2021,C3900,Smartphone,-4,62.87,PayPal,Completed
T28249,7/24/2022,C4813,Headphones,5,-519.04,PayPal,Failed
T28250,7/24/2022,C307,Tablet,2,-883.13,Credit Card,Pending
T28251,7/24/2022,C1365,Tablet,1,884.6,PayPal,Completed
T28252,2/26/2021,C2465,Smartphone,5,62.87,PayPal,Completed
T28253,7/24/2022,C2356,Coffee Machine,9,154.43,Credit Card,Pending
T28254,7/24/2022,C2236,Laptop,-2,55.875,Credit Card,Completed
T28255,7/24/2022,C1134,Headphones,9,-983.4,PayPal,Completed
T28256,7/7/2023,C4839,Headphones,10,-979.21,Credit Card,Completed
T28257,7/24/2022,C425,Coffee Machine,6,360.43,PayPal,Completed
T28258,10/22/2020,C4384,Headphones,-2,-733.1,Credit Card,Completed
T28259,6/16/2020,C281,Tablet,8,-277.97,PayPal,Completed
T28260,7/24/2022,C056,Tablet,494,-58.515,PayPal,Failed
T28261,7/24/2022,C831,Coffee Machine,9,650.05,Cash,Completed
T28262,7/24/2022,C1688,Coffee Machine,7,-684.1,Credit Card,Pending
T28263,7/24/2022,C018,Smartphone,4,62.87,PayPal,Pending
T28264,7/24/2022,C2936,Coffee Machine,10,-587.2,Credit Card,Pending
T28265,10/5/2022,C3055,Headphones,1,496.36,PayPal,Completed
T28266,7/24/2022,C857,Headphones,2,-52.565,Credit Card,Completed
T28267,8/26/2022,C2588,Coffee Machine,9,-360.05,Credit Card,Completed
T28268,2/20/2024,C3723,Laptop,5,55.875,PayPal,Pending
T28269,1/28/2022,C4347,Coffee Machine,782,83.79,Cash,Completed
T28270,7/24/2022,Unknown,Headphones,6,687.91,Credit Card,Pending
T28271,7/24/2022,C930,Headphones,6,953.8,Credit Card,Pending
T28272,7/24/2022,C4021,Smartphone,7,498.57,PayPal,Failed
T28273,7/24/2022,Unknown,Headphones,-2,-52.565,PayPal,Failed
T28274,7/24/2022,C1189,Smartphone,664,805.61,Credit Card,Failed
T28275,11/4/2023,C2134,Smartphone,8,62.87,Cash,Pending
T28276,7/24/2022,C3286,Coffee Machine,-3,-707.89,Credit Card,Completed
T28277,7/24/2022,C3040,Laptop,7,-190.47,Credit Card,Completed
T28278,7/24/2022,C4006,Laptop,208,-468.71,PayPal,Failed
T28279,7/24/2022,C3015,Smartphone,-9,62.87,PayPal,Completed
T28280,7/24/2022,C3264,Smartphone,-9,62.87,PayPal,Pending
T28281,7/24/2022,C170,Tablet,581,-58.515,Cash,Completed
T28282,7/24/2022,C2060,Tablet,-3,-233.31,PayPal,Completed
T28283,9/28/2024,C2331,Laptop,2,549.06,PayPal,Failed
T28284,7/24/2022,C2861,Laptop,5,-758.78,Cash,Pending
T28285,12/21/2021,C4228,Headphones,3,-52.565,Credit Card,Completed
T28287,7/24/2022,C4414,Coffee Machine,481,-367.24,Cash,Completed
T28288,8/25/2022,C1930,Laptop,306,-839.58,Credit Card,Completed
T28289,7/24/2022,C1272,Laptop,5,55.875,PayPal,Completed
T28290,7/24/2022,C3049,Smartphone,255,-961.1,Cash,Pending
T28291,7/24/2022,C291,Laptop,10,-85.86,PayPal,Completed
T28292,7/24/2022,C1674,Smartphone,6,736.84,Credit Card,Completed
T28293,7/24/2022,C3125,Laptop,8,-243.9,Credit Card,Completed
T28294,7/24/2022,C4470,Tablet,483,978.19,Credit Card,Completed
T28296,7/24/2022,C4788,Smartphone,838,62.87,PayPal,Completed
T28297,4/4/2024,C2226,Coffee Machine,133,-53.65,Credit Card,Completed
T28298,3/1/2023,C1259,Coffee Machine,1,577.76,PayPal,Completed
T28299,7/24/2022,C2493,Tablet,4,-990.83,Cash,Completed
T28300,7/24/2022,C2542,Coffee Machine,6,-53.65,Credit Card,Completed
T28301,7/24/2022,C4481,Smartphone,543,-704.15,PayPal,Completed
T28302,7/24/2022,C4818,Tablet,1,-58.515,PayPal,Failed
T28303,7/24/2022,C3700,Smartphone,6,-857.89,PayPal,Completed
T28304,7/24/2022,C1421,Smartphone,-10,806.66,Credit Card,Failed
T28305,7/24/2022,C3018,Smartphone,-9,97.61,PayPal,Pending
T80888,7/24/2022,C1178,Smartphone,6,342.76,Cash,Completed
T28307,9/24/2021,C1333,Coffee Machine,902,991.32,PayPal,Completed
T28309,8/20/2023,C295,Tablet,119,243,PayPal,Failed
T28310,5/22/2021,Unknown,Laptop,343,55.875,Credit Card,Pending
T28311,11/1/2020,C750,Headphones,398,-52.565,PayPal,Completed
T28312,10/24/2022,C1482,Laptop,482,-250.9,Credit Card,Completed
T28313,9/4/2020,C2482,Coffee Machine,-8,-53.65,Credit Card,Pending
T28314,7/24/2022,C3042,Coffee Machine,-5,-584.06,PayPal,Completed
T28316,7/24/2022,C2632,Coffee Machine,1,-53.65,PayPal,Pending
T28317,7/24/2022,C2633,Tablet,562,-743.8,Credit Card,Completed
T28318,7/24/2022,C2000,Laptop,255,973.78,Credit Card,Completed
T28319,7/24/2022,C3388,Smartphone,601,62.87,Credit Card,Completed
T28320,7/24/2022,C2882,Smartphone,142,84.93,Credit Card,Completed
T28321,7/24/2022,C4029,Tablet,311,-664.91,Cash,Pending
T28322,7/24/2022,C188,Coffee Machine,796,-821.94,Credit Card,Completed
T28323,7/24/2022,C525,Smartphone,-9,743.8,Credit Card,Completed
T28324,7/28/2022,C118,Tablet,296,-58.515,PayPal,Completed
T28325,7/24/2022,C2215,Headphones,6,-794.35,Cash,Pending
T28326,4/11/2024,C1405,Smartphone,7,842.61,Credit Card,Completed
T28327,8/25/2022,C156,Laptop,735,55.875,Credit Card,Failed
