transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale,Product Name
1966,2022-07-20,09:52:00,74,Male,60.0,Electronics,2.0,500.0,200.0,1000.0,Power Bank
70,2022-12-27,10:48:00,147,Female,43.0,Clothing,1.0,300.0,84.0,300.0,Sweater
371,2022-12-18,10:01:00,32,Female,20.0,Beauty,1.0,25.0,13.0,25.0,Perfume
900,2022-11-10,08:41:00,130,Male,21.0,Clothing,2.0,30.0,15.6,60.0,Sneakers
1070,2022-07-14,11:12:00,102,Female,43.0,Clothing,1.0,300.0,120.0,300.0,Dress
1371,2022-05-06,06:52:00,41,Female,20.0,Beauty,1.0,25.0,13.5,25.0,Lipstick
1900,2022-01-21,06:43:00,65,Male,21.0,Clothing,2.0,30.0,10.8,60.0,T-Shirt
8,2022-12-27,11:19:00,148,Male,30.0,Electronics,4.0,25.0,11.0,100.0,Monitor
41,2022-10-11,10:36:00,88,Male,34.0,Clothing,2.0,25.0,13.25,50.0,Casual Shirt
454,2022-03-12,07:20:00,13,Female,46.0,Beauty,1.0,25.0,13.0,25.0,Face Cream
780,2022-07-06,11:30:00,107,Male,52.0,Electronics,2.0,25.0,13.25,50.0,Bluetooth Speaker
920,2022-08-20,10:25:00,99,Female,28.0,Beauty,3.0,25.0,6.75,75.0,Face Cream
1008,2022-01-10,08:51:00,116,Male,30.0,Electronics,4.0,25.0,13.0,100.0,Smartphone
1041,2022-05-10,07:27:00,74,Male,34.0,Clothing,2.0,25.0,11.0,50.0,Trousers
1454,2022-06-25,11:18:00,22,Female,46.0,Beauty,1.0,25.0,6.75,25.0,Hair Serum
1780,2022-12-11,10:00:00,32,Male,52.0,Electronics,2.0,25.0,10.5,50.0,Power Bank
1920,2022-10-24,08:33:00,23,Female,28.0,Beauty,3.0,25.0,9.25,75.0,Foundation
396,2022-12-15,07:11:00,29,Female,55.0,Beauty,1.0,30.0,10.8,30.0,Perfume
1396,2022-06-07,06:23:00,9,Female,55.0,Beauty,1.0,30.0,8.4,30.0,Face Cream
168,2022-04-29,09:20:00,138,Male,53.0,Clothing,1.0,300.0,102.0,300.0,Casual Shirt
400,2022-03-08,09:52:00,2,Male,53.0,Clothing,4.0,50.0,24.0,200.0,Jeans
611,2022-07-21,08:13:00,11,Male,51.0,Beauty,3.0,500.0,180.0,1500.0,Perfume
800,2022-09-19,07:33:00,111,Male,32.0,Clothing,4.0,300.0,87.0,1200.0,Jeans
1168,2022-07-10,07:56:00,68,Male,53.0,Clothing,1.0,300.0,150.0,300.0,Trousers
1400,2022-09-12,11:54:00,115,Male,53.0,Clothing,4.0,50.0,20.0,200.0,Jeans
1611,2022-11-17,07:30:00,125,Male,51.0,Beauty,3.0,500.0,180.0,1500.0,Lipstick
1800,2022-08-21,10:53:00,1,Male,32.0,Clothing,4.0,300.0,111.0,1200.0,Skirt
272,2022-06-10,11:57:00,112,Female,61.0,Electronics,2.0,50.0,27.5,100.0,Headphones
473,2022-09-25,10:09:00,1,Male,64.0,Beauty,1.0,50.0,14.5,50.0,Sunscreen
506,2022-04-29,07:13:00,9,Male,34.0,Beauty,3.0,500.0,200.0,1500.0,Lipstick
766,2022-01-04,08:02:00,128,Male,38.0,Electronics,3.0,300.0,165.0,900.0,Monitor
1272,2022-04-14,11:59:00,66,Female,61.0,Electronics,2.0,50.0,17.0,100.0,Monitor
1473,2022-03-19,09:06:00,30,Male,64.0,Beauty,1.0,50.0,13.0,50.0,Face Cream
1506,2022-01-09,07:31:00,52,Male,34.0,Beauty,3.0,500.0,245.0,1500.0,Sunscreen
1766,2022-11-22,06:08:00,6,Male,38.0,Electronics,3.0,300.0,129.0,900.0,Headphones
135,2022-04-18,07:22:00,104,Male,20.0,Clothing,2.0,25.0,13.0,50.0,Skirt
1135,2022-01-14,08:16:00,124,Male,20.0,Clothing,2.0,25.0,12.5,50.0,Trousers
2,2022-06-24,10:07:00,104,Female,26.0,Clothing,2.0,500.0,135.0,1000.0,Trousers
158,2022-01-21,11:38:00,141,Female,44.0,Electronics,2.0,300.0,132.0,600.0,Power Bank
185,2022-06-27,09:48:00,57,Male,24.0,Clothing,1.0,25.0,7.0,25.0,Hoodie
433,2022-07-29,08:48:00,144,Male,29.0,Beauty,4.0,50.0,20.0,200.0,Moisturizer
1002,2022-03-02,09:24:00,69,Female,26.0,Clothing,2.0,500.0,270.0,1000.0,Sneakers
1158,2022-02-24,09:29:00,77,Female,44.0,Electronics,2.0,300.0,138.0,600.0,Bluetooth Speaker
1185,2022-10-04,10:28:00,153,Male,24.0,Clothing,1.0,25.0,10.25,25.0,Sneakers
1433,2022-01-16,11:41:00,113,Male,29.0,Beauty,4.0,50.0,15.5,200.0,Moisturizer
152,2022-06-16,11:58:00,120,Male,43.0,Electronics,4.0,500.0,210.0,2000.0,Wireless Mouse
753,2022-07-06,10:07:00,70,Female,32.0,Clothing,1.0,30.0,15.9,30.0,Jacket
763,2022-04-23,09:43:00,58,Male,34.0,Clothing,2.0,25.0,11.5,50.0,Dress
932,2022-10-08,08:33:00,120,Female,45.0,Beauty,4.0,25.0,7.75,100.0,Hair Serum
1152,2022-12-26,07:48:00,87,Male,43.0,Electronics,4.0,500.0,170.0,2000.0,Bluetooth Speaker
1753,2022-07-17,07:40:00,28,Female,32.0,Clothing,1.0,30.0,10.5,30.0,Jeans
1763,2022-06-30,11:37:00,93,Male,34.0,Clothing,2.0,25.0,13.5,50.0,T-Shirt
1932,2022-11-08,07:07:00,96,Female,45.0,Beauty,4.0,25.0,6.25,100.0,Hair Serum
399,2022-12-07,09:25:00,136,Female,64.0,Beauty,2.0,30.0,12.9,60.0,Sunscreen
500,2022-10-14,06:11:00,120,Female,60.0,Beauty,4.0,25.0,11.5,100.0,Sunscreen
514,2022-11-04,08:35:00,139,Female,18.0,Electronics,1.0,300.0,96.0,300.0,Headphones
1399,2022-01-28,09:32:00,15,Female,64.0,Beauty,2.0,30.0,16.2,60.0,Shampoo
1500,2022-04-20,08:36:00,53,Female,60.0,Beauty,4.0,25.0,8.5,100.0,Foundation
1514,2022-07-12,10:55:00,59,Female,18.0,Electronics,1.0,300.0,75.0,300.0,Smartwatch
947,2022-07-31,07:09:00,4,Male,50.0,Beauty,1.0,300.0,129.0,300.0,Foundation
1947,2022-03-05,06:27:00,134,Male,50.0,Beauty,1.0,300.0,75.0,300.0,Moisturizer
220,2022-05-07,06:44:00,138,Male,64.0,Beauty,1.0,500.0,140.0,500.0,Perfume
339,2022-08-18,10:27:00,33,Female,22.0,Electronics,2.0,25.0,10.25,50.0,Bluetooth Speaker
785,2022-10-19,06:09:00,88,Female,31.0,Beauty,4.0,50.0,13.0,200.0,Shampoo
885,2022-09-17,10:10:00,121,Female,52.0,Clothing,4.0,30.0,14.4,120.0,Sneakers
888,2022-12-01,06:03:00,63,Female,52.0,Electronics,4.0,25.0,12.75,100.0,Bluetooth Speaker
1220,2022-06-29,11:16:00,47,Male,64.0,Beauty,1.0,500.0,240.0,500.0,Moisturizer
1339,2022-11-10,10:34:00,132,Female,22.0,Electronics,2.0,25.0,7.5,50.0,Laptop
1785,2022-02-20,11:17:00,144,Female,31.0,Beauty,4.0,50.0,17.0,200.0,Hair Serum
1885,2022-11-09,07:32:00,148,Female,52.0,Clothing,4.0,30.0,10.8,120.0,Casual Shirt
1888,2022-06-14,08:10:00,49,Female,52.0,Electronics,4.0,25.0,12.5,100.0,Tablet
621,2022-04-13,09:55:00,138,Female,40.0,Beauty,2.0,500.0,275.0,1000.0,Sunscreen
1621,2022-09-22,10:49:00,2,Female,40.0,Beauty,2.0,500.0,160.0,1000.0,Foundation
52,2022-09-19,09:42:00,55,Female,36.0,Beauty,1.0,300.0,111.0,300.0,Face Cream
536,2022-08-20,06:25:00,17,Female,55.0,Beauty,4.0,30.0,8.7,120.0,Foundation
1052,2022-02-12,06:12:00,94,Female,36.0,Beauty,1.0,300.0,120.0,300.0,Moisturizer
1536,2022-05-11,07:23:00,14,Female,55.0,Beauty,4.0,30.0,13.5,120.0,Shampoo
197,2022-04-03,11:57:00,14,Female,42.0,Clothing,4.0,50.0,25.5,200.0,Jacket
750,2022-11-13,07:33:00,69,Female,35.0,Clothing,3.0,25.0,8.75,75.0,Dress
910,2022-08-21,06:29:00,138,Female,20.0,Beauty,3.0,50.0,22.5,150.0,Shampoo
917,2022-02-15,11:50:00,120,Female,57.0,Electronics,4.0,50.0,16.5,200.0,Headphones
1197,2022-08-13,10:07:00,77,Female,42.0,Clothing,4.0,50.0,19.0,200.0,Casual Shirt
1750,2022-01-20,10:10:00,138,Female,35.0,Clothing,3.0,25.0,7.25,75.0,Jacket
1910,2022-10-09,06:22:00,141,Female,20.0,Beauty,3.0,50.0,18.0,150.0,Moisturizer
1917,2022-05-02,07:17:00,52,Female,57.0,Electronics,4.0,50.0,24.0,200.0,Tablet
198,2022-05-21,11:42:00,30,Female,54.0,Beauty,3.0,300.0,114.0,900.0,Sunscreen
444,2022-10-06,07:06:00,51,Female,61.0,Clothing,3.0,30.0,15.9,90.0,Sneakers
547,2022-11-14,07:36:00,3,Male,63.0,Clothing,4.0,500.0,250.0,2000.0,Hoodie
705,2022-09-30,07:28:00,37,Male,60.0,Electronics,2.0,25.0,6.25,50.0,Smartwatch
1198,2022-08-07,10:43:00,147,Female,54.0,Beauty,3.0,300.0,159.0,900.0,Moisturizer
1444,2022-04-29,06:18:00,135,Female,61.0,Clothing,3.0,30.0,14.1,90.0,Casual Shirt
1547,2022-08-11,06:39:00,142,Male,63.0,Clothing,4.0,500.0,235.0,2000.0,Sweater
1705,2022-08-14,08:32:00,94,Male,60.0,Electronics,2.0,25.0,8.75,50.0,Tablet
423,2022-07-18,06:06:00,41,Female,27.0,Clothing,1.0,25.0,11.75,25.0,T-Shirt
1423,2022-06-15,07:56:00,131,Female,27.0,Clothing,1.0,25.0,11.0,25.0,Jeans
248,2022-07-02,07:11:00,5,Male,26.0,Clothing,3.0,300.0,126.0,900.0,Skirt
360,2022-09-09,09:04:00,26,Male,42.0,Clothing,4.0,25.0,10.5,100.0,Dress
377,2022-09-13,08:30:00,141,Female,46.0,Clothing,4.0,50.0,18.0,200.0,T-Shirt
1248,2022-09-08,08:20:00,68,Male,26.0,Clothing,3.0,300.0,111.0,900.0,T-Shirt
1360,2022-06-18,09:31:00,93,Male,42.0,Clothing,4.0,25.0,6.25,100.0,Hoodie
1377,2022-03-21,07:52:00,71,Female,46.0,Clothing,4.0,50.0,14.0,200.0,Jacket
397,2023-10-26,08:06:00,59,Female,30.0,Beauty,1.0,25.0,10.5,25.0,Moisturizer
623,2023-11-15,10:00:00,39,Male,34.0,Clothing,3.0,50.0,26.0,150.0,Jacket
1397,2023-01-01,11:05:00,6,Female,30.0,Beauty,1.0,25.0,11.75,25.0,Hair Serum
1623,2023-03-05,06:14:00,76,Male,34.0,Clothing,3.0,50.0,22.0,150.0,Casual Shirt
717,2023-11-30,08:15:00,8,Male,57.0,Clothing,1.0,500.0,190.0,500.0,Skirt
1717,2023-01-12,09:40:00,21,Male,57.0,Clothing,1.0,500.0,175.0,500.0,Casual Shirt
130,2023-06-19,06:21:00,114,Female,57.0,Clothing,1.0,500.0,125.0,500.0,T-Shirt
658,2023-10-30,07:47:00,93,Male,59.0,Clothing,1.0,25.0,6.5,25.0,Jeans
1130,2023-02-20,09:03:00,28,Female,57.0,Clothing,1.0,500.0,180.0,500.0,Jeans
1658,2023-04-10,06:08:00,148,Male,59.0,Clothing,1.0,25.0,12.25,25.0,Jacket
7,2023-07-06,06:24:00,38,Male,46.0,Clothing,2.0,25.0,13.25,50.0,Casual Shirt
119,2023-09-01,09:11:00,127,Female,60.0,Clothing,3.0,50.0,27.5,150.0,T-Shirt
278,2023-12-22,11:42:00,71,Female,37.0,Clothing,4.0,25.0,13.5,100.0,Hoodie
1007,2023-06-09,10:09:00,15,Male,46.0,Clothing,2.0,25.0,11.5,50.0,Trousers
1119,2023-11-19,09:36:00,1,Female,60.0,Clothing,3.0,50.0,25.5,150.0,Casual Shirt
1278,2023-07-19,06:19:00,28,Female,37.0,Clothing,4.0,25.0,6.75,100.0,Jacket
117,2023-08-04,11:38:00,8,Male,19.0,Electronics,2.0,500.0,230.0,1000.0,Wireless Mouse
1117,2023-09-11,07:48:00,144,Male,19.0,Electronics,2.0,500.0,210.0,1000.0,Laptop
442,2023-06-30,11:07:00,24,Female,60.0,Clothing,4.0,25.0,13.25,100.0,T-Shirt
590,2023-05-04,11:52:00,151,Male,36.0,Clothing,3.0,300.0,135.0,900.0,Dress
607,2023-05-05,09:33:00,109,Male,54.0,Clothing,3.0,25.0,13.25,75.0,Hoodie
1442,2023-02-16,11:02:00,96,Female,60.0,Clothing,4.0,25.0,11.25,100.0,T-Shirt
1590,2023-08-10,09:39:00,142,Male,36.0,Clothing,3.0,300.0,147.0,900.0,Hoodie
1607,2023-01-16,10:18:00,53,Male,54.0,Clothing,3.0,25.0,7.75,75.0,Sneakers
436,2023-10-22,11:54:00,21,Female,57.0,Clothing,4.0,30.0,13.5,120.0,Sneakers
942,2023-12-01,09:22:00,35,Male,51.0,Clothing,3.0,500.0,160.0,1500.0,Jeans
1436,2023-01-20,11:29:00,1,Female,57.0,Clothing,4.0,30.0,9.9,120.0,Hoodie
1942,2023-09-16,11:53:00,112,Male,51.0,Clothing,3.0,500.0,265.0,1500.0,Casual Shirt
659,2023-06-09,06:08:00,75,Female,39.0,Electronics,1.0,30.0,8.1,30.0,Wireless Mouse
941,2023-04-28,09:58:00,39,Female,57.0,Clothing,2.0,25.0,6.5,50.0,Trousers
1659,2023-07-27,09:29:00,22,Female,39.0,Electronics,1.0,30.0,9.0,30.0,Laptop
1941,2023-01-06,06:14:00,48,Female,57.0,Clothing,2.0,25.0,12.0,50.0,Sneakers
136,2023-12-26,08:59:00,25,Male,44.0,Electronics,2.0,300.0,141.0,600.0,Laptop
175,2023-01-25,10:02:00,23,Female,31.0,Electronics,4.0,25.0,12.5,100.0,Laptop
663,2023-08-16,06:32:00,133,Male,23.0,Clothing,4.0,300.0,87.0,1200.0,Skirt
748,2023-03-01,09:35:00,132,Male,25.0,Clothing,3.0,50.0,24.0,150.0,T-Shirt
806,2023-01-22,08:08:00,14,Female,35.0,Beauty,3.0,300.0,165.0,900.0,Perfume
1136,2023-07-02,08:41:00,93,Male,44.0,Electronics,2.0,300.0,81.0,600.0,Bluetooth Speaker
1175,2023-06-02,06:38:00,103,Female,31.0,Electronics,4.0,25.0,11.5,100.0,Wireless Mouse
1663,2023-12-07,07:04:00,33,Male,23.0,Clothing,4.0,300.0,81.0,1200.0,Sneakers
1748,2023-03-02,10:24:00,119,Male,25.0,Clothing,3.0,50.0,15.5,150.0,Dress
1806,2023-06-14,10:13:00,61,Female,35.0,Beauty,3.0,300.0,102.0,900.0,Perfume
38,2023-02-25,11:39:00,147,Male,38.0,Beauty,4.0,50.0,26.0,200.0,Shampoo
313,2023-12-16,10:03:00,11,Female,55.0,Beauty,3.0,500.0,140.0,1500.0,Face Wash
402,2023-07-12,08:45:00,63,Female,41.0,Clothing,2.0,300.0,135.0,600.0,T-Shirt
459,2023-05-23,07:12:00,122,Male,28.0,Clothing,4.0,300.0,75.0,1200.0,Sweater
1038,2023-12-30,09:09:00,11,Male,38.0,Beauty,4.0,50.0,20.5,200.0,Lipstick
1313,2023-06-04,09:22:00,10,Female,55.0,Beauty,3.0,500.0,170.0,1500.0,Lipstick
1402,2023-06-24,06:47:00,110,Female,41.0,Clothing,2.0,300.0,156.0,600.0,Sweater
1459,2023-11-10,06:46:00,13,Male,28.0,Clothing,4.0,300.0,144.0,1200.0,Hoodie
161,2023-07-01,06:58:00,104,Male,64.0,Beauty,2.0,500.0,195.0,1000.0,Moisturizer
328,2023-10-29,06:56:00,9,Male,39.0,Beauty,2.0,50.0,27.0,100.0,Lipstick
383,2023-03-24,08:53:00,64,Female,46.0,Beauty,3.0,30.0,7.8,90.0,Lipstick
973,2023-09-03,08:44:00,51,Male,60.0,Clothing,1.0,50.0,13.0,50.0,T-Shirt
978,2023-07-27,09:58:00,16,Female,53.0,Clothing,3.0,50.0,19.0,150.0,Sneakers
1161,2023-06-29,11:06:00,30,Male,64.0,Beauty,2.0,500.0,160.0,1000.0,Face Wash
1328,2023-12-10,07:49:00,60,Male,39.0,Beauty,2.0,50.0,24.5,100.0,Body Lotion
1383,2023-09-06,09:13:00,68,Female,46.0,Beauty,3.0,30.0,14.1,90.0,Moisturizer
1973,2023-08-19,10:10:00,22,Male,60.0,Clothing,1.0,50.0,21.5,50.0,Jeans
1978,2023-08-31,11:59:00,41,Female,53.0,Clothing,3.0,50.0,15.5,150.0,Dress
33,2023-12-24,07:40:00,33,Female,50.0,Electronics,2.0,50.0,21.0,100.0,Bluetooth Speaker
138,2023-04-27,10:56:00,127,Male,49.0,Clothing,4.0,50.0,26.5,200.0,Casual Shirt
471,2023-03-08,10:21:00,136,Male,32.0,Clothing,3.0,50.0,13.0,150.0,Skirt
636,2023-05-09,06:15:00,60,Female,21.0,Beauty,3.0,500.0,230.0,1500.0,Foundation
1033,2023-04-12,06:52:00,32,Female,50.0,Electronics,2.0,50.0,19.0,100.0,Bluetooth Speaker
1138,2023-10-16,11:59:00,27,Male,49.0,Clothing,4.0,50.0,14.5,200.0,T-Shirt
1471,2023-06-25,10:34:00,30,Male,32.0,Clothing,3.0,50.0,13.0,150.0,Jeans
1636,2023-07-22,11:26:00,50,Female,21.0,Beauty,3.0,500.0,150.0,1500.0,Moisturizer
177,2023-03-24,08:40:00,30,Male,45.0,Beauty,2.0,50.0,26.5,100.0,Perfume
426,2023-12-13,08:11:00,137,Male,23.0,Electronics,3.0,50.0,12.5,150.0,Monitor
1177,2023-02-20,09:19:00,89,Male,45.0,Beauty,2.0,50.0,15.0,100.0,Moisturizer
1426,2023-12-12,11:32:00,114,Male,23.0,Electronics,3.0,50.0,25.0,150.0,Smartphone
76,2023-09-09,07:33:00,70,Female,22.0,Electronics,2.0,50.0,14.5,100.0,Headphones
91,2023-04-14,06:31:00,152,Female,55.0,Electronics,1.0,500.0,235.0,500.0,Monitor
461,2023-07-18,10:33:00,21,Female,18.0,Beauty,2.0,500.0,265.0,1000.0,Face Wash
764,2023-11-07,08:46:00,47,Female,40.0,Clothing,1.0,25.0,11.25,25.0,Hoodie
1076,2023-07-14,11:09:00,99,Female,22.0,Electronics,2.0,50.0,15.0,100.0,Bluetooth Speaker
1091,2023-07-15,08:46:00,139,Female,55.0,Electronics,1.0,500.0,235.0,500.0,Wireless Mouse
1461,2023-05-01,08:43:00,63,Female,18.0,Beauty,2.0,500.0,180.0,1000.0,Sunscreen
1764,2023-11-02,11:04:00,13,Female,40.0,Clothing,1.0,25.0,11.75,25.0,Casual Shirt
202,2023-01-25,06:24:00,61,Female,34.0,Clothing,4.0,300.0,120.0,1200.0,Jeans
301,2023-07-30,10:58:00,104,Male,30.0,Clothing,4.0,30.0,9.6,120.0,Skirt
703,2023-07-31,09:56:00,140,Male,34.0,Electronics,2.0,50.0,18.5,100.0,Monitor
1202,2023-11-13,06:56:00,89,Female,34.0,Clothing,4.0,300.0,144.0,1200.0,Sneakers
1301,2023-09-24,09:58:00,70,Male,30.0,Clothing,4.0,30.0,10.5,120.0,Dress
1703,2023-06-10,08:36:00,2,Male,34.0,Electronics,2.0,50.0,17.0,100.0,Smartphone
294,2023-10-09,09:24:00,89,Female,23.0,Clothing,3.0,30.0,15.3,90.0,Skirt
760,2023-06-26,07:59:00,14,Male,27.0,Beauty,1.0,500.0,125.0,500.0,Face Cream
1294,2023-01-24,11:24:00,8,Female,23.0,Clothing,3.0,30.0,10.5,90.0,Casual Shirt
1760,2023-08-23,07:26:00,44,Male,27.0,Beauty,1.0,500.0,230.0,500.0,Foundation
575,2023-12-12,10:29:00,14,Male,60.0,Clothing,2.0,50.0,23.0,100.0,Sneakers
1575,2023-07-28,11:54:00,26,Male,60.0,Clothing,2.0,50.0,22.5,100.0,Hoodie
88,2023-02-16,08:31:00,122,Male,56.0,Clothing,1.0,500.0,185.0,500.0,Skirt
1088,2023-09-14,07:00:00,6,Male,56.0,Clothing,1.0,500.0,155.0,500.0,Jeans
975,2023-01-09,07:41:00,145,Female,56.0,Clothing,4.0,50.0,19.5,200.0,Hoodie
1975,2023-08-21,10:48:00,63,Female,56.0,Clothing,4.0,50.0,25.5,200.0,Trousers
553,2023-03-20,06:17:00,106,Male,24.0,Clothing,4.0,300.0,81.0,1200.0,Hoodie
1553,2023-01-29,08:46:00,42,Male,24.0,Clothing,4.0,300.0,99.0,1200.0,Jeans
462,2023-08-26,10:04:00,71,Male,63.0,Electronics,4.0,300.0,132.0,1200.0,Tablet
614,2023-02-13,06:28:00,61,Female,39.0,Beauty,4.0,300.0,120.0,1200.0,Foundation
808,2023-11-22,07:18:00,30,Male,33.0,Beauty,4.0,500.0,195.0,2000.0,Moisturizer
1462,2023-11-13,10:42:00,124,Male,63.0,Electronics,4.0,300.0,114.0,1200.0,Wireless Mouse
1614,2023-08-23,11:37:00,135,Female,39.0,Beauty,4.0,300.0,105.0,1200.0,Body Lotion
1808,2023-02-12,10:48:00,109,Male,33.0,Beauty,4.0,500.0,210.0,2000.0,Face Wash
166,2023-01-28,11:42:00,32,Male,34.0,Clothing,4.0,500.0,225.0,2000.0,Dress
465,2023-02-22,11:52:00,40,Female,43.0,Electronics,3.0,50.0,15.5,150.0,Power Bank
502,2023-07-22,11:00:00,31,Male,43.0,Electronics,3.0,50.0,22.5,150.0,Laptop
905,2023-10-01,06:27:00,96,Male,58.0,Beauty,1.0,300.0,111.0,300.0,Lipstick
1166,2023-07-19,07:45:00,65,Male,34.0,Clothing,4.0,500.0,245.0,2000.0,Skirt
1465,2023-04-17,09:36:00,131,Female,43.0,Electronics,3.0,50.0,26.0,150.0,Wireless Mouse
1502,2023-04-08,08:30:00,152,Male,43.0,Electronics,3.0,50.0,18.0,150.0,Laptop
1905,2023-08-29,06:07:00,26,Male,58.0,Beauty,1.0,300.0,102.0,300.0,Sunscreen
280,2023-11-17,09:35:00,76,Female,37.0,Clothing,3.0,500.0,240.0,1500.0,Trousers
719,2023-07-02,07:19:00,37,Female,42.0,Clothing,2.0,30.0,12.0,60.0,Dress
834,2023-11-26,06:55:00,13,Female,56.0,Beauty,2.0,30.0,14.7,60.0,Face Wash
1280,2023-08-24,09:15:00,116,Female,37.0,Clothing,3.0,500.0,255.0,1500.0,Casual Shirt
1719,2023-12-28,07:29:00,4,Female,42.0,Clothing,2.0,30.0,10.8,60.0,T-Shirt
1834,2023-04-14,06:53:00,102,Female,56.0,Beauty,2.0,30.0,12.9,60.0,Moisturizer
891,2023-01-09,06:43:00,24,Male,41.0,Electronics,3.0,300.0,99.0,900.0,Tablet
928,2023-11-05,10:20:00,54,Female,35.0,Clothing,4.0,300.0,90.0,1200.0,Sneakers
1891,2023-12-22,06:11:00,81,Male,41.0,Electronics,3.0,300.0,105.0,900.0,Wireless Mouse
1928,2023-07-29,06:39:00,93,Female,35.0,Clothing,4.0,300.0,75.0,1200.0,Trousers
332,2023-04-24,11:28:00,138,Male,58.0,Electronics,4.0,300.0,105.0,1200.0,Monitor
1332,2023-12-04,10:02:00,146,Male,58.0,Electronics,4.0,300.0,123.0,1200.0,Bluetooth Speaker
255,2023-10-15,11:44:00,19,Male,48.0,Clothing,1.0,30.0,14.7,30.0,Sweater
275,2023-03-05,11:34:00,2,Male,43.0,Clothing,2.0,500.0,260.0,1000.0,Sweater
314,2023-10-15,07:37:00,1,Male,52.0,Clothing,4.0,30.0,7.8,120.0,Sweater
517,2023-08-20,08:54:00,3,Female,47.0,Clothing,4.0,25.0,9.25,100.0,Sneakers
847,2023-01-10,08:42:00,2,Female,18.0,Electronics,4.0,300.0,162.0,1200.0,Power Bank
1255,2023-01-20,07:08:00,4,Male,48.0,Clothing,1.0,30.0,7.8,30.0,Sweater
1275,2023-03-02,08:48:00,5,Male,43.0,Clothing,2.0,500.0,250.0,1000.0,Jacket
1314,2023-05-23,10:26:00,2,Male,52.0,Clothing,4.0,30.0,16.2,120.0,Jeans
1517,2023-02-21,08:46:00,2,Female,47.0,Clothing,4.0,25.0,6.75,100.0,Dress
1847,2023-07-28,07:14:00,5,Female,18.0,Electronics,4.0,300.0,123.0,1200.0,Power Bank
61,2023-07-07,11:47:00,4,Male,21.0,Beauty,4.0,50.0,20.0,200.0,Sunscreen
274,2023-04-14,07:12:00,4,Female,23.0,Clothing,2.0,500.0,150.0,1000.0,Hoodie
486,2023-12-02,09:47:00,4,Female,35.0,Electronics,1.0,25.0,6.5,25.0,Headphones
548,2023-04-14,07:00:00,4,Female,51.0,Clothing,2.0,30.0,15.6,60.0,Sneakers
886,2023-12-11,11:25:00,4,Male,37.0,Electronics,3.0,300.0,165.0,900.0,Tablet
892,2023-09-13,11:39:00,1,Male,20.0,Electronics,1.0,50.0,24.0,50.0,Smartwatch
1061,2023-09-18,07:56:00,3,Male,21.0,Beauty,4.0,50.0,12.5,200.0,Lipstick
1274,2023-10-06,09:01:00,2,Female,23.0,Clothing,2.0,500.0,185.0,1000.0,Jacket
1486,2023-11-22,08:58:00,4,Female,35.0,Electronics,1.0,25.0,8.75,25.0,Smartphone
1548,2023-01-13,08:15:00,1,Female,51.0,Clothing,2.0,30.0,12.6,60.0,T-Shirt
1886,2023-07-26,11:51:00,1,Male,37.0,Electronics,3.0,300.0,147.0,900.0,Smartwatch
1892,2023-10-01,07:22:00,3,Male,20.0,Electronics,1.0,50.0,23.5,50.0,Keyboard
601,2023-06-05,09:23:00,5,Male,19.0,Clothing,1.0,30.0,13.2,30.0,Trousers
901,2023-08-02,06:38:00,2,Male,31.0,Electronics,1.0,30.0,12.0,30.0,Headphones
1601,2023-09-14,11:48:00,1,Male,19.0,Clothing,1.0,30.0,13.5,30.0,Sweater
1901,2023-11-29,11:05:00,4,Male,31.0,Electronics,1.0,30.0,8.4,30.0,Wireless Mouse
527,2023-04-21,11:35:00,1,Male,57.0,Clothing,2.0,25.0,11.5,50.0,Trousers
1527,2023-09-29,08:30:00,1,Male,57.0,Clothing,2.0,25.0,11.75,50.0,Sneakers
23,2023-09-28,07:05:00,4,Female,35.0,Clothing,4.0,30.0,14.7,120.0,Skirt
174,2023-11-15,06:07:00,2,Female,39.0,Beauty,1.0,300.0,126.0,300.0,Hair Serum
589,2023-07-08,07:11:00,5,Female,36.0,Beauty,2.0,500.0,145.0,1000.0,Face Wash
774,2023-11-06,09:04:00,2,Female,40.0,Clothing,2.0,25.0,6.5,50.0,Sneakers
1000,2023-04-01,10:22:00,1,Male,47.0,Electronics,4.0,30.0,8.4,120.0,Laptop
1023,2023-05-23,08:40:00,5,Female,35.0,Clothing,4.0,30.0,8.1,120.0,T-Shirt
1174,2023-05-17,06:55:00,2,Female,39.0,Beauty,1.0,300.0,132.0,300.0,Shampoo
1589,2023-07-01,06:30:00,5,Female,36.0,Beauty,2.0,500.0,145.0,1000.0,Face Wash
1774,2023-03-09,06:48:00,2,Female,40.0,Clothing,2.0,25.0,8.0,50.0,Sneakers
2000,2023-03-31,06:38:00,4,Male,47.0,Electronics,4.0,30.0,10.8,120.0,Laptop
210,2023-10-07,08:50:00,2,Male,37.0,Electronics,4.0,50.0,19.0,200.0,Power Bank
478,2023-07-24,11:13:00,3,Female,58.0,Clothing,2.0,30.0,8.1,60.0,Sweater
745,2023-08-14,07:30:00,3,Male,54.0,Beauty,2.0,50.0,17.0,100.0,Face Cream
1210,2023-03-10,10:02:00,5,Male,37.0,Electronics,4.0,50.0,12.5,200.0,Power Bank
1478,2023-08-31,09:18:00,1,Female,58.0,Clothing,2.0,30.0,13.5,60.0,Sneakers
